date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:21:26	1261/1261	---M-Z	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202017%2013:18:09%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/controls.png	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/colorbox/images/controls.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:26	76/76	---M-Z	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202017%2013:18:10%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/border.png	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/colorbox/images/border.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:26	135/135	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20May%202019%2005:43:46%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/loading_background.png	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/colorbox/images/loading_background.html	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:26	135/135	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Jun%202019%2007:44:15%20GMT	http://cdn-cms-s.f-static.com/files/colorbox/images/loading.gif	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/colorbox/images/loading.html	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:27	43/43	---M--	200	added ('OK')	image/gif	date:Fri,%2015%20Dec%202017%2007:43:58%20GMT	http://cdn-cms-s.f-static.com/files/gritter/images/ie-spacer.gif	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/gritter/images/ie-spacer.gif	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:27	4880/4880	---M-Z	200	added ('OK')	image/png	date:Fri,%2015%20Dec%202017%2007:43:58%20GMT	http://cdn-cms-s.f-static.com/files/gritter/images/gritter.png	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/gritter/images/gritter.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:28	4978/4978	---M-Z	200	added ('OK')	image/png	date:Fri,%2015%20Dec%202017%2007:44:01%20GMT	http://cdn-cms-s.f-static.com/files/gritter/images/gritter-light.png	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/gritter/images/gritter-light.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:39	69777/69777	---MCZ	200	added ('OK')	image/png	date:Fri,%2015%20Dec%202017%2007:44:02%20GMT	http://cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags.png	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:39	494/494	---M-Z	200	added ('OK')	image/png	date:Tue,%2021%20Aug%202018%2008:17:06%20GMT	http://cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/favicon-blue.png?v=y5377	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/favicon-blue6e8c.png	(from https://13148888a.site123.me/projects/churn-prediction)
21:21:40	520317/520317	---MCZ	200	added ('OK')	text/css	date:Wed,%2003%20Jul%202019%2005:49:36%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=y5377	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/versions/2/css/minimize6e8c.css	(from https://13148888a.site123.me/projects/churn-prediction)
21:21:43	95158/95158	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Aug%202019%2019:21:39%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/websiteCSS.css?w=&orderScreen=&websiteID=1314895&onlyContent=&tranW=&v=y5377_5094940	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/versions/2/css/websiteCSSd1bd.css	(from https://13148888a.site123.me/projects/churn-prediction)
21:21:53	185783/185783	---MCZ	200	added ('OK')	image/png	date:Tue,%2003%20Oct%202017%2013:18:07%20GMT	http://cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags@2x.png	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/files/frameworks/intl-tel-input-8.5.2/build/img/flags@2x.png	(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:21:54	19783/19783	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Aug%202019%2019:21:42%20GMT	https://13148888a.site123.me/about-me	E:/farnam/personal%20webpage/13148888a.site123.me/about-me.html	(from https://13148888a.site123.me/projects/churn-prediction)
21:22:00	1443116/1443116	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jul%202019%2012:58:29%20GMT	http://cdn-cms-s.f-static.com/versions/2/js/minimize.js?v=n5374	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/versions/2/js/minimized7a4.js	(from https://13148888a.site123.me/)
21:22:00	384456/384456	---M--	200	added ('OK')	image/jpeg	etag:%224c6bdb071a380ba76afd4e65ffabe983%22	https://cdn-cms.f-static.com/uploads/1314895/2000_5b55cdb7bb782.jpg	E:/farnam/personal%20webpage/cdn-cms.f-static.com/uploads/1314895/2000_5b55cdb7bb782.jpg	(from http://cdn-cms-s.f-static.com/versions/2/css/websiteCSS.css?w=&orderScreen=&websiteID=1314895&onlyContent=&tranW=&v=n5374_5094940)
21:22:00	20742/20742	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Aug%202019%2019:21:53%20GMT	https://13148888a.site123.me/projects	E:/farnam/personal%20webpage/13148888a.site123.me/projects.html	(from https://13148888a.site123.me/projects/churn-prediction)
21:22:00	20819/20819	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Aug%202019%2019:21:59%20GMT	https://13148888a.site123.me/contact	E:/farnam/personal%20webpage/13148888a.site123.me/contact.html	(from https://13148888a.site123.me/projects/churn-prediction)
21:22:02	6230/6230	---M-Z	200	added ('OK')	image/png	date:Thu,%2020%20Dec%202018%2008:39:48%20GMT	http://cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/png-white.png?v=y5377	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/png-white6e8c.png	(from https://13148888a.site123.me/projects/churn-prediction)
21:22:02	18650/18650	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2019:22:00%20GMT	https://13148888a.site123.me/projects/site123.me	E:/farnam/personal%20webpage/13148888a.site123.me/projects/site123.me	(from https://13148888a.site123.me/projects/churn-prediction)
21:22:04	92/92	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2019:22:01%20GMT	http://cdn-cms-s.f-static.com/robots.txt		(from http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=n5374)
21:22:04	494/494	---M-Z	200	added ('OK')	image/png	date:Thu,%2020%20Dec%202018%2008:39:48%20GMT	http://cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/favicon-blue.png?v=r5378	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/favicon-blue7c52.png	(from https://13148888a.site123.me/about-me)
21:22:07	520317/520317	---MCZ	200	added ('OK')	text/css	date:Thu,%2001%20Aug%202019%2009:37:49%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/minimize.css?v=r5378	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/versions/2/css/minimize7c52.css	(from https://13148888a.site123.me/about-me)
21:22:08	95158/95158	---MCZ	200	added ('OK')	text/css	date:Fri,%2009%20Aug%202019%2019:22:04%20GMT	http://cdn-cms-s.f-static.com/versions/2/css/websiteCSS.css?w=&orderScreen=&websiteID=1314895&onlyContent=&tranW=&v=r5378_5094940	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/versions/2/css/websiteCSS1f78.css	(from https://13148888a.site123.me/about-me)
21:22:09	6230/6230	---M-Z	200	added ('OK')	image/png	date:Thu,%2020%20Dec%202018%2008:39:48%20GMT	http://cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/png-white.png?v=r5378	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/manager/site123_website/files/logos/brand_files/png-white7c52.png	(from https://13148888a.site123.me/about-me)
21:22:30	1443116/1443116	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jul%202019%2013:14:08%20GMT	http://cdn-cms-s.f-static.com/versions/2/js/minimize.js?v=y5377	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/versions/2/js/minimize6e8c.js	(from https://13148888a.site123.me/projects/churn-prediction)
21:22:35	1443116/1443116	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2001%20Aug%202019%2009:37:49%20GMT	http://cdn-cms-s.f-static.com/versions/2/js/minimize.js?v=r5378	E:/farnam/personal%20webpage/cdn-cms-s.f-static.com/versions/2/js/minimize7c52.js	(from https://13148888a.site123.me/about-me)
